,thscode,ths_option_call_volume_option,ths_option_put_volume_option,ths_option_call_oi_option,ths_option_put_oi_option,ths_option_total_oi_pcr_option
2023-12-21,510050.SH,1193426,1109523,1889775,1082669,57.2909
2023-12-22,510050.SH,1416014,1069835,1830658,1071240,58.5167
2023-12-25,510050.SH,688707,583722,1828024,1030387,56.3662
2023-12-26,510050.SH,832011,730201,1853373,982829,53.0292
2023-12-27,510050.SH,1138007,946177,937282,695619,74.2166
2023-12-28,510050.SH,1252486,983660,936500,800048,85.4296
2023-12-29,510050.SH,781251,578937,979694,815659,83.2565
2024-01-02,510050.SH,664449,499468,1101636,824142,74.8107
2024-01-03,510050.SH,640823,499107,1170182,836719,71.5033
2024-01-04,510050.SH,935704,807783,1282410,839124,65.4334
2024-01-05,510050.SH,910580,819150,1306060,849846,65.0694
2024-01-08,510050.SH,1001970,1048104,1394165,842914,60.4601
2024-01-09,510050.SH,803634,756559,1414851,860918,60.8487
2024-01-10,510050.SH,715650,666563,1437075,872933,60.7437
2024-01-11,510050.SH,679459,584301,1464134,894630,61.103
2024-01-12,510050.SH,615230,494816,1473548,899267,61.0273
2024-01-15,510050.SH,829976,721138,1499298,885360,59.0516
2024-01-16,510050.SH,1085137,934443,1505254,882935,58.6569
2024-01-17,510050.SH,1200459,1067553,1601946,866045,54.0621
2024-01-18,510050.SH,2227990,2220604,1647688,895509,54.3494
2024-01-19,510050.SH,1367092,1086380,1558801,914043,58.6376
2024-01-22,510050.SH,1519393,1367121,1555376,865946,55.6744
2024-01-23,510050.SH,1293581,1119078,1551017,864012,55.7062
2024-01-24,510050.SH,1573312,1184112,958609,683397,71.2905
2024-01-25,510050.SH,1292627,1044674,934543,800926,85.7024
2024-01-26,510050.SH,867258,806172,970788,833398,85.8476
2024-01-29,510050.SH,782134,777062,987085,856640,86.7848
2024-01-30,510050.SH,858979,953724,1040213,797817,76.6975
2024-01-31,510050.SH,958313,1180093,1135947,786868,69.2698
2024-02-01,510050.SH,675560,802319,1171530,788907,67.3399
2024-02-02,510050.SH,1185169,1267557,1255247,772367,61.5311
2024-02-05,510050.SH,953449,1059029,1230107,803546,65.3233
2024-02-06,510050.SH,988050,896191,1153568,812807,70.4603
2024-02-07,510050.SH,1026369,853809,1092240,835971,76.5373
2024-02-08,510050.SH,846213,666972,1061933,851841,80.2161
2024-02-19,510050.SH,730052,682118,1071567,917264,85.6002
2024-02-20,510050.SH,523837,554827,1046629,935867,89.4173
2024-02-21,510050.SH,1909902,1386506,964545,1021117,105.8651
2024-02-22,510050.SH,937922,690060,1002578,1090596,108.7792
2024-02-23,510050.SH,967460,669668,1018768,1096570,107.6369
2024-02-26,510050.SH,1068625,931901,1078065,1035327,96.0357
2024-02-27,510050.SH,888372,746784,1097376,1051893,95.8553
2024-02-28,510050.SH,1150657,893947,820342,692652,84.4345
2024-02-29,510050.SH,707368,567092,879631,754140,85.7337
2024-03-01,510050.SH,542339,487406,900397,784310,87.1071
2024-03-04,510050.SH,410333,346924,921668,813591,88.2738
2024-03-05,510050.SH,690284,612204,879634,846225,96.2019
2024-03-06,510050.SH,526940,480414,906161,849789,93.779
2024-03-07,510050.SH,584214,540691,926847,844381,91.1025
2024-03-08,510050.SH,450033,449584,949001,859625,90.5821
2024-03-11,510050.SH,608225,547913,951828,878139,92.2582
2024-03-12,510050.SH,822167,674260,940652,901171,95.8028
2024-03-13,510050.SH,650932,676574,1025580,910531,88.7821
2024-03-14,510050.SH,727928,701485,1055900,914974,86.6535
2024-03-15,510050.SH,631305,631474,1086298,918650,84.56700000000002
2024-03-18,510050.SH,627508,561961,1094737,944158,86.2452
2024-03-19,510050.SH,651095,592811,1131936,942868,83.2969
2024-03-20,510050.SH,723543,631395,1105804,954833,86.3474
2024-03-21,510050.SH,688037,624778,1100648,952956,86.5814
2024-03-22,510050.SH,1090964,1222581,1160735,914488,78.7853
2024-03-25,510050.SH,669746,742428,1107776,876491,79.1217
2024-03-26,510050.SH,697565,695538,1111298,881952,79.3623
2024-03-27,510050.SH,748979,700287,609481,534045,87.6229
2024-03-28,510050.SH,736212,769955,689584,609430,88.3765
2024-03-29,510050.SH,441429,478211,710853,661403,93.0436
2024-04-01,510050.SH,705451,608014,701283,696619,99.3349
2024-04-02,510050.SH,474849,456521,762249,721230,94.6187
2024-04-03,510050.SH,404731,421914,794637,728569,91.6858
2024-04-08,510050.SH,611022,584707,845128,756409,89.5023
2024-04-09,510050.SH,540746,483730,904555,765663,84.6453
2024-04-10,510050.SH,652913,630132,939917,760670,80.9295
2024-04-11,510050.SH,642358,550895,954485,764115,80.0552
2024-04-12,510050.SH,630656,560062,1015787,745035,73.3456
2024-04-15,510050.SH,1139270,916457,877204,794017,90.5168
2024-04-16,510050.SH,942824,918781,906321,802663,88.5628
2024-04-17,510050.SH,810528,783524,878749,856212,97.4353
2024-04-18,510050.SH,1267522,1007393,837046,861208,102.8866
2024-04-19,510050.SH,760309,792768,881923,814801,92.3891
2024-04-22,510050.SH,710542,636973,898442,816951,90.9297
2024-04-23,510050.SH,704940,635169,939958,809017,86.0695
2024-04-24,510050.SH,684618,576144,624758,579793,92.8028
2024-04-25,510050.SH,510474,463875,677906,626135,92.3631
2024-04-26,510050.SH,849441,637335,664275,665507,100.1855
2024-04-29,510050.SH,945519,646734,695140,721467,103.7873
2024-04-30,510050.SH,584914,422311,736693,719915,97.7225
2024-05-06,510050.SH,694833,568456,740914,769228,103.8215
2024-05-07,510050.SH,375886,380643,745683,793735,106.444
2024-05-08,510050.SH,383577,383016,776020,776357,100.0434
2024-05-09,510050.SH,528789,507345,766855,826055,107.7198
2024-05-10,510050.SH,628630,563701,770242,851794,110.5878
2024-05-13,510050.SH,599486,549864,786046,858583,109.2281
2024-05-14,510050.SH,439819,437856,821815,857550,104.3483
2024-05-15,510050.SH,601979,593449,862236,838812,97.2833
2024-05-16,510050.SH,578151,565098,822740,854564,103.8681
2024-05-17,510050.SH,786341,694181,778267,894277,114.9062
2024-05-20,510050.SH,848544,680895,756664,899331,118.8547
2024-05-21,510050.SH,480300,444813,769500,891403,115.8418
2024-05-22,510050.SH,554642,470906,551669,621923,112.7348
2024-05-23,510050.SH,536932,513995,664378,671645,101.0938
2024-05-24,510050.SH,555088,541230,751120,703746,93.6929
2024-05-27,510050.SH,446664,455287,755123,739614,97.9462
2024-05-28,510050.SH,350910,382770,776578,755985,97.3482
2024-05-29,510050.SH,432644,413291,787929,783051,99.3809
2024-05-30,510050.SH,550414,604656,861623,776557,90.1272
2024-05-31,510050.SH,438056,438669,891450,776315,87.0845
2024-06-03,510050.SH,537284,516930,922000,786497,85.3034
2024-06-04,510050.SH,528319,446812,900027,806655,89.6256
2024-06-05,510050.SH,365489,355580,939118,806691,85.8988
2024-06-06,510050.SH,617788,607062,950137,812008,85.4622
2024-06-07,510050.SH,579451,598036,995715,802806,80.6261
2024-06-11,510050.SH,725978,663517,1108349,815383,73.5674
2024-06-12,510050.SH,485428,389178,1119703,824850,73.6669
2024-06-13,510050.SH,607466,476591,1163435,822150,70.6657
2024-06-14,510050.SH,804030,664854,1144898,838781,73.2625
2024-06-17,510050.SH,481462,414232,1203409,834443,69.3399
2024-06-18,510050.SH,510842,400907,1223408,834005,68.1706
2024-06-19,510050.SH,514973,396897,1204919,836669,69.4378
2024-06-20,510050.SH,581481,496123,1194635,832266,69.667
2024-06-21,510050.SH,810932,777104,1187719,804950,67.7728
2024-06-24,510050.SH,799625,760010,1154752,765695,66.3082
2024-06-25,510050.SH,700727,724711,1197688,749667,62.5928
2024-06-26,510050.SH,695685,629626,623212,539628,86.5882
2024-06-27,510050.SH,542892,464853,701984,594466,84.6837
2024-06-28,510050.SH,560465,515790,725049,627291,86.51700000000002
2024-07-01,510050.SH,496958,446231,761653,656997,86.2594
2024-07-02,510050.SH,489625,434161,752389,679762,90.3471
2024-07-03,510050.SH,335203,328958,773562,694965,89.8396
2024-07-04,510050.SH,430447,444496,797495,690900,86.6338
2024-07-05,510050.SH,782432,923137,885040,685156,77.4153
2024-07-08,510050.SH,371475,454570,908417,691841,76.15899999999998
2024-07-09,510050.SH,721206,769407,885381,721095,81.4446
2024-07-10,510050.SH,338295,320382,908281,721760,79.4644
2024-07-11,510050.SH,604029,514483,885687,749563,84.6307
2024-07-12,510050.SH,559254,467889,842614,767822,91.1238
2024-07-15,510050.SH,455663,419964,828894,792136,95.5654
2024-07-16,510050.SH,481782,447706,811627,798934,98.4361
2024-07-17,510050.SH,603858,543246,784566,806673,102.8177
2024-07-18,510050.SH,672089,591840,779643,817718,104.8836
2024-07-19,510050.SH,1001433,829797,764219,859161,112.4234
2024-07-22,510050.SH,746353,661477,809606,822179,101.553
2024-07-23,510050.SH,610948,623819,841973,766389,91.023
2024-07-24,510050.SH,785983,799515,595691,523951,87.9568
2024-07-25,510050.SH,658873,724945,728393,582617,79.9866
2024-07-26,510050.SH,558717,525495,803319,621592,77.378
2024-07-29,510050.SH,314639,275443,847014,649844,76.7218
2024-07-30,510050.SH,579880,516110,910554,660447,72.5324
2024-07-31,510050.SH,793224,633073,851572,694289,81.5303
2024-08-01,510050.SH,391383,321837,913796,710768,77.7819
2024-08-02,510050.SH,482277,462557,949856,713679,75.1355
2024-08-05,510050.SH,729799,828167,969008,721370,74.4442
2024-08-06,510050.SH,830440,776346,1068949,721886,67.5323
2024-08-07,510050.SH,524654,475614,1074661,746507,69.4644
2024-08-08,510050.SH,528533,497716,1086779,747044,68.7393
2024-08-09,510050.SH,444401,375004,1089752,745519,68.4118
2024-08-12,510050.SH,341268,304549,1110281,747801,67.3524
2024-08-13,510050.SH,412431,327667,1132817,743412,65.6251
2024-08-14,510050.SH,328223,304912,1158316,745350,64.3477
2024-08-15,510050.SH,859877,703108,1102279,780398,70.7986
2024-08-16,510050.SH,508080,419701,1091552,795196,72.85
2024-08-19,510050.SH,532560,458270,1073577,814190,75.839
2024-08-20,510050.SH,552336,485945,1084322,800523,73.8271
2024-08-21,510050.SH,471962,455828,1090145,793280,72.7683
2024-08-22,510050.SH,443102,432709,1075352,803803,74.7479
2024-08-23,510050.SH,553867,518701,1038802,816268,78.5778
2024-08-26,510050.SH,461479,403253,1028798,781273,75.9404
2024-08-27,510050.SH,382643,319324,1025517,768469,74.9348
2024-08-28,510050.SH,577709,599290,621174,534483,86.044
2024-08-29,510050.SH,427225,404327,719769,600319,83.4044
2024-08-30,510050.SH,782662,664351,736483,635296,86.2608
2024-09-02,510050.SH,620415,496807,840383,634796,75.5365
2024-09-03,510050.SH,528702,413539,921094,657789,71.4139
2024-09-04,510050.SH,564013,464790,990300,662530,66.9019
2024-09-05,510050.SH,431749,365745,1035783,684182,66.0546
2024-09-06,510050.SH,524022,385602,1047436,697727,66.6129
2024-09-09,510050.SH,791020,660398,1155183,686309,59.4113
2024-09-10,510050.SH,540364,539465,1178027,714886,60.685
2024-09-11,510050.SH,539132,417243,1236381,719854,58.2227
2024-09-12,510050.SH,599313,399100,1267203,717250,56.601000000000006
2024-09-13,510050.SH,590822,431529,1270743,712563,56.0745
2024-09-18,510050.SH,687820,599807,1254952,725742,57.8303
2024-09-19,510050.SH,1042559,801770,1208423,737206,61.0056
2024-09-20,510050.SH,728088,559677,1203559,732227,60.8385
2024-09-23,510050.SH,670117,571941,1162936,708863,60.9546
2024-09-24,510050.SH,1982200,1312839,873331,834876,95.5967
2024-09-25,510050.SH,1780385,1133975,551087,635264,115.2747
2024-09-26,510050.SH,1830833,1376619,634083,832139,131.235
2024-09-27,510050.SH,1832796,1528843,629363,902489,143.3972
2024-09-30,510050.SH,1346087,1451806,586056,969953,165.5052
2024-10-08,510050.SH,827415,958076,594970,999488,167.9896
2024-10-09,510050.SH,1108438,843339,724553,990019,136.6386
2024-10-10,510050.SH,1421800,961206,764960,987696,129.1173
2024-10-11,510050.SH,1253656,899376,861836,952539,110.5244
2024-10-14,510050.SH,1291025,885186,890797,995972,111.8068
2024-10-15,510050.SH,1084438,887427,950845,991896,104.3173
2024-10-16,510050.SH,1199092,905303,1002412,1015891,101.3447
2024-10-17,510050.SH,1255805,980976,1061717,1004894,94.648
2024-10-18,510050.SH,2184647,1314338,975572,1028219,105.3965
2024-10-21,510050.SH,1274070,727373,939158,1012466,107.8057
2024-10-22,510050.SH,932648,639839,969351,1039190,107.2047
2024-10-23,510050.SH,1057322,643111,607496,599979,98.7626
2024-10-24,510050.SH,508217,382861,693433,641938,92.5739
2024-10-25,510050.SH,776919,442881,709952,673390,94.8501
2024-10-28,510050.SH,460330,319247,741133,690702,93.1954
2024-10-29,510050.SH,635916,403925,776250,700450,90.2351
2024-10-30,510050.SH,552323,485277,850429,712230,83.7495
2024-10-31,510050.SH,810557,477848,852661,716379,84.0169
2024-11-01,510050.SH,711530,411159,835381,738211,88.3682
2024-11-04,510050.SH,427248,326538,877462,745598,84.9721
2024-11-05,510050.SH,1015111,543978,870493,780906,89.7085
2024-11-06,510050.SH,852059,572296,936341,789270,84.29299999999998
2024-11-07,510050.SH,1158568,752004,917558,847910,92.4094
2024-11-08,510050.SH,1036046,631125,987927,854763,86.5209
2024-11-11,510050.SH,1035261,630083,1065402,876894,82.3064
2024-11-12,510050.SH,1001659,767182,1136614,868256,76.3897
2024-11-13,510050.SH,713251,559044,1148466,892906,77.7477
2024-11-14,510050.SH,684035,534648,1204757,886938,73.6197
2024-11-15,510050.SH,757113,585511,1271861,862553,67.8182
2024-11-18,510050.SH,1022878,868693,1266178,862217,68.096
2024-11-19,510050.SH,894165,893484,1326342,842396,63.5127
2024-11-20,510050.SH,602502,431861,1311771,855232,65.1967
2024-11-21,510050.SH,544258,399972,1296835,847038,65.3158
2024-11-22,510050.SH,954846,819610,1365600,797984,58.4347
2024-11-25,510050.SH,947917,891899,1361446,764796,56.1753
2024-11-26,510050.SH,767282,703206,1359390,785889,57.8119
2024-11-27,510050.SH,908426,698693,744083,585715,78.7164
2024-11-28,510050.SH,492906,368810,845397,626869,74.1508
2024-11-29,510050.SH,838865,549780,877250,675885,77.0459
2024-12-02,510050.SH,605627,424439,892011,698126,78.2643
2024-12-03,510050.SH,583851,443843,889883,723389,81.2903
2024-12-04,510050.SH,549539,376772,890570,723756,81.2689
2024-12-05,510050.SH,404270,308427,937664,723753,77.1868
2024-12-06,510050.SH,806033,536286,930298,763148,82.0326
2024-12-09,510050.SH,634033,453076,955616,769967,80.5728
2024-12-10,510050.SH,1137112,671515,948954,783813,82.5976
2024-12-11,510050.SH,522023,406825,997809,800118,80.1875
2024-12-12,510050.SH,762407,639252,982906,838277,85.2856
2024-12-13,510050.SH,983624,956266,1092165,796544,72.9326
2024-12-16,510050.SH,586029,573585,1108371,802411,72.3955
2024-12-17,510050.SH,769775,739193,1100617,828597,75.2848
2024-12-18,510050.SH,685042,647938,1074503,833895,77.6075
2024-12-19,510050.SH,658677,622851,1082545,834488,77.0858
2024-12-20,510050.SH,696733,609290,1104021,826657,74.8769
2024-12-23,510050.SH,938646,795950,1014534,800055,78.8594
2024-12-24,510050.SH,790853,653195,975081,830710,85.1939
2024-12-25,510050.SH,841443,592966,497225,482814,97.1017
2024-12-26,510050.SH,330308,327693,573534,549231,95.7626
2024-12-27,510050.SH,448581,378175,618241,578919,93.6397
2024-12-30,510050.SH,418105,318263,644289,619389,96.1353
2024-12-31,510050.SH,629001,564783,695561,607212,87.2982
2025-01-02,510050.SH,939331,1044641,827919,614688,74.2449
2025-01-03,510050.SH,740066,758005,889461,633414,71.2132
2025-01-06,510050.SH,709505,907185,941372,633404,67.2852
2025-01-07,510050.SH,490704,500532,977943,646614,66.1198
2025-01-08,510050.SH,829926,799772,980172,661023,67.4395
2025-01-09,510050.SH,440645,451259,1017811,663729,65.2114
2025-01-10,510050.SH,585747,587461,1049231,663467,63.2336
2025-01-13,510050.SH,552498,629611,1100057,670362,60.9388
2025-01-14,510050.SH,1174031,798175,1035981,709932,68.5275
2025-01-15,510050.SH,548456,449776,1050038,702294,66.8827
2025-01-16,510050.SH,757428,724805,1059803,698200,65.8802
2025-01-17,510050.SH,862172,884292,1024202,688629,67.2357
2025-01-20,510050.SH,824061,584995,989191,667482,67.4776
2025-01-21,510050.SH,586359,450664,1019930,655123,64.2322
2025-01-22,510050.SH,797689,771947,673828,508035,75.3954
2025-01-23,510050.SH,778127,508908,723402,562141,77.708
2025-01-24,510050.SH,461556,328276,729257,582030,79.8114
2025-01-27,510050.SH,371360,276105,751722,601847,80.0624
2025-02-05,510050.SH,569123,401198,847671,618901,73.0119
2025-02-06,510050.SH,607036,390390,874590,668903,76.4819
2025-02-07,510050.SH,1020748,634563,858316,695469,81.0272
2025-02-10,510050.SH,471360,354477,876939,716015,81.6494
2025-02-11,510050.SH,370683,248360,888356,710417,79.9699
2025-02-12,510050.SH,572626,434058,858721,733254,85.3891
2025-02-13,510050.SH,842710,605847,838954,734468,87.5457
2025-02-14,510050.SH,722525,557440,833912,748497,89.7573
2025-02-17,510050.SH,710023,509846,855176,757580,88.5876
2025-02-18,510050.SH,798983,628678,840586,756627,90.0118
2025-02-19,510050.SH,579898,444644,833707,767294,92.03399999999999
2025-02-20,510050.SH,496323,397623,864027,748789,86.6627
2025-02-21,510050.SH,1013452,632683,841890,784203,93.1479
2025-02-24,510050.SH,642816,437389,874538,755812,86.4241
2025-02-25,510050.SH,628608,491969,931695,754113,80.9399
2025-02-26,510050.SH,611339,442505,645794,536401,83.0607
2025-02-27,510050.SH,533082,391284,698328,594360,85.1119
2025-02-28,510050.SH,567255,481467,791856,610538,77.1021
2025-03-03,510050.SH,540459,416828,859082,632082,73.5764
2025-03-04,510050.SH,405892,335962,889379,645824,72.6152
2025-03-05,510050.SH,461629,350706,893718,666605,74.5878
2025-03-06,510050.SH,879178,552213,801567,680823,84.9365
2025-03-07,510050.SH,432756,325230,819839,682007,83.1879
2025-03-10,510050.SH,488697,414279,871854,670651,76.9224
2025-03-11,510050.SH,465872,368765,869914,686569,78.9238
2025-03-12,510050.SH,472807,383418,903963,682948,75.5504
2025-03-13,510050.SH,562781,465907,920944,677544,73.5706
2025-03-14,510050.SH,1500745,992679,804020,781773,97.23299999999999
2025-03-17,510050.SH,713335,495857,847769,803115,94.7328
2025-03-18,510050.SH,496583,413013,869745,812053,93.3668
2025-03-19,510050.SH,565217,444477,877107,817913,93.2512
2025-03-20,510050.SH,750597,683561,936887,779896,83.2433
2025-03-21,510050.SH,1012698,848448,1059635,743891,70.2026
2025-03-24,510050.SH,705486,525481,986739,707631,71.7141
2025-03-25,510050.SH,515774,401786,992994,724665,72.9778
2025-03-26,510050.SH,592890,553254,550380,432651,78.6095
2025-03-27,510050.SH,513950,429042,600953,487336,81.0939
2025-03-28,510050.SH,450785,417867,650440,496276,76.2985
2025-03-31,510050.SH,615418,550208,724561,512186,70.6891
2025-04-01,510050.SH,325490,282542,748592,527695,70.4917
2025-04-02,510050.SH,292415,265231,776799,540891,69.6308
2025-04-03,510050.SH,501519,502185,794773,573932,72.2133
2025-04-07,510050.SH,1418648,1115519,956993,513265,53.6331
2025-04-08,510050.SH,952412,746125,970323,558993,57.608999999999995
2025-04-09,510050.SH,834037,718238,959765,594855,61.9792
2025-04-10,510050.SH,752633,594224,961073,616618,64.1593
2025-04-11,510050.SH,631330,525199,955893,637145,66.6544
2025-04-14,510050.SH,495478,451959,942171,654506,69.4679
2025-04-15,510050.SH,531891,518360,928298,679002,73.1448
2025-04-16,510050.SH,643773,641742,900882,693795,77.0129
2025-04-17,510050.SH,667890,537674,891268,694470,77.9193
2025-04-18,510050.SH,607157,517865,894799,688670,76.9637
2025-04-21,510050.SH,524202,431240,879802,680187,77.3114
2025-04-22,510050.SH,435342,353590,837505,685130,81.8061
2025-04-23,510050.SH,495698,407831,497129,449406,90.4003
2025-04-24,510050.SH,312255,317136,525478,504912,96.0862
2025-04-25,510050.SH,292432,278421,565308,522515,92.4301
2025-04-28,510050.SH,262175,269308,569279,552917,97.1258
2025-04-29,510050.SH,233092,227373,588794,559951,95.1013
2025-04-30,510050.SH,340184,320683,629382,574995,91.3587
2025-05-06,510050.SH,415886,413619,657251,603930,91.8873
2025-05-07,510050.SH,526672,439125,679239,627774,92.4231
2025-05-08,510050.SH,603056,597289,654867,655021,100.0235
2025-05-09,510050.SH,219504,255543,648345,662115,102.1239
2025-05-12,510050.SH,540483,444551,641563,691967,107.8564
2025-05-13,510050.SH,343928,330490,656042,725490,110.5859
2025-05-14,510050.SH,1133187,831438,618897,802200,129.6177
2025-05-15,510050.SH,524398,439580,645846,788866,122.1446
2025-05-16,510050.SH,523427,541755,699422,772585,110.4605
2025-05-19,510050.SH,399185,410961,730483,770059,105.4178
2025-05-20,510050.SH,558834,427126,719166,785800,109.2655
2025-05-21,510050.SH,540768,422494,694994,797629,114.7678
2025-05-22,510050.SH,438169,429854,686772,801678,116.7313
2025-05-23,510050.SH,672460,634070,720644,777571,107.8995
2025-05-26,510050.SH,541931,548011,731393,757445,103.56200000000001
2025-05-27,510050.SH,482756,517021,751526,739413,98.3882
2025-05-28,510050.SH,441244,474532,485158,455302,93.8461
2025-05-29,510050.SH,453724,452070,549587,524804,95.4906
2025-05-30,510050.SH,427775,490789,585424,550006,93.95
2025-06-03,510050.SH,410510,463235,625297,602839,96.4084
2025-06-04,510050.SH,325618,308925,646614,625307,96.7048
2025-06-05,510050.SH,326426,271069,669658,635267,94.8644
2025-06-06,510050.SH,306297,259733,687104,646889,94.1472
2025-06-09,510050.SH,411175,386042,714679,660410,92.4065
2025-06-10,510050.SH,537174,550289,726127,647029,89.1069
2025-06-11,510050.SH,516233,447277,707231,676376,95.6372
2025-06-12,510050.SH,371286,355135,716438,685047,95.6185
2025-06-13,510050.SH,469444,466694,762989,677702,88.822
2025-06-16,510050.SH,468316,481029,749016,704400,94.0434
2025-06-17,510050.SH,370013,414703,774171,703609,90.8855
2025-06-18,510050.SH,465943,424154,776952,699260,90.0004
2025-06-19,510050.SH,566058,585377,796239,692734,87.0008
2025-06-20,510050.SH,490284,520960,747535,689063,92.178
2025-06-23,510050.SH,624093,725336,713584,705158,98.8192
2025-06-24,510050.SH,885162,733056,695146,755535,108.6872
2025-06-25,510050.SH,1020870,663315,418851,476026,113.6504
2025-06-26,510050.SH,517402,409847,497206,525849,105.7608
2025-06-27,510050.SH,718154,679564,579541,518225,89.4199
2025-06-30,510050.SH,397080,355800,608764,543532,89.2845
2025-07-01,510050.SH,297597,307986,614653,564742,91.8798
2025-07-02,510050.SH,360376,317804,617101,586532,95.0464
2025-07-03,510050.SH,349778,358072,620815,606984,97.7721
2025-07-04,510050.SH,928945,737801,610012,654759,107.3354
2025-07-07,510050.SH,338269,345554,627664,649144,103.4222
2025-07-08,510050.SH,633911,471786,649414,681001,104.8639
2025-07-09,510050.SH,522285,456042,658175,704651,107.0613
2025-07-10,510050.SH,830261,666537,650875,764029,117.3849
2025-07-11,510050.SH,1605631,1199300,684901,834090,121.7826
2025-07-14,510050.SH,539811,464754,717423,842842,117.4819
2025-07-15,510050.SH,833562,828163,753022,806367,107.0841
2025-07-16,510050.SH,626378,672527,774495,790887,102.1165
2025-07-17,510050.SH,588267,524747,763246,791747,103.7342
2025-07-18,510050.SH,967824,772902,719837,809088,112.3988
2025-07-21,510050.SH,739649,454711,707871,790696,111.7006
2025-07-22,510050.SH,1044592,702825,668005,803752,120.3213
2025-07-23,510050.SH,1293033,762595,456454,474347,103.92
2025-07-24,510050.SH,521231,465870,503567,546740,108.5734
2025-07-25,510050.SH,480369,400030,588853,570029,96.8033
2025-07-28,510050.SH,418294,408865,612081,596627,97.4752
2025-07-29,510050.SH,409206,379485,616829,617903,100.1741
2025-07-30,510050.SH,931754,792967,626121,631458,100.8524
2025-07-31,510050.SH,855907,792280,731919,640996,87.5775
2025-08-01,510050.SH,599746,657708,783141,660303,84.3147
2025-08-04,510050.SH,378467,403671,787547,675559,85.7802
2025-08-05,510050.SH,463691,455400,751464,684411,91.07700000000001
2025-08-06,510050.SH,362866,339332,749518,704447,93.9867
2025-08-07,510050.SH,495213,426442,752190,718649,95.5409
2025-08-08,510050.SH,357806,330320,756711,720520,95.2173
2025-08-11,510050.SH,481453,425737,781621,735809,94.1388
2025-08-12,510050.SH,713251,561954,752065,765661,101.8078
2025-08-13,510050.SH,922352,630732,760507,786742,103.4497
2025-08-14,510050.SH,1363895,932435,722383,828574,114.7001
2025-08-15,510050.SH,1136215,739987,805439,850970,105.6529
2025-08-18,510050.SH,1230791,790437,825316,877647,106.3407
2025-08-19,510050.SH,974849,780802,928194,865567,93.2528
2025-08-20,510050.SH,899894,809445,891711,899243,100.8447
2025-08-21,510050.SH,865350,628954,855412,903659,105.6402
2025-08-22,510050.SH,1325218,845671,756930,909357,120.1375
2025-08-25,510050.SH,1454708,860766,755176,904944,119.8322
2025-08-26,510050.SH,945032,669594,797919,916679,114.8837
2025-08-27,510050.SH,1065221,778069,634804,572255,90.1467
2025-08-28,510050.SH,884757,707733,707534,646534,91.3785
2025-08-29,510050.SH,980491,650308,730634,697102,95.4106
2025-09-01,510050.SH,532900,425432,779449,716091,91.8714
2025-09-02,510050.SH,762350,614656,810453,734307,90.6045
2025-09-03,510050.SH,963841,729949,879700,768837,87.3976
2025-09-04,510050.SH,965523,909842,968734,760736,78.5289
2025-09-05,510050.SH,769080,614355,929074,767325,82.5903
2025-09-08,510050.SH,502298,442440,967259,782241,80.8719
2025-09-09,510050.SH,543699,542957,972921,783974,80.5794
2025-09-10,510050.SH,482688,476193,945745,785891,83.0976
2025-09-11,510050.SH,919986,683865,892807,804257,90.0818
2025-09-12,510050.SH,669877,445758,948829,792260,83.4987
2025-09-15,510050.SH,476249,397117,980761,798739,81.4407
2025-09-16,510050.SH,487662,477890,1022767,799370,78.1576
2025-09-17,510050.SH,587558,513195,1063556,815341,76.6618
2025-09-18,510050.SH,1443669,1131934,1150414,813735,70.7341
2025-09-19,510050.SH,723421,823370,1120311,804615,71.8207
2025-09-22,510050.SH,640726,469642,1088222,762479,70.0665
2025-09-23,510050.SH,793223,661067,1069979,762581,71.2707
2025-09-24,510050.SH,667566,509598,591084,458859,77.6301
2025-09-25,510050.SH,476583,407250,650825,502649,77.2326
2025-09-26,510050.SH,412376,375852,695731,530564,76.2599
2025-09-29,510050.SH,928214,545535,723789,564480,77.9896
2025-09-30,510050.SH,453772,365695,756980,579666,76.5761
2025-10-09,510050.SH,896093,769505,795142,631668,79.4409
2025-10-10,510050.SH,794075,674471,915203,648172,70.8228
2025-10-13,510050.SH,700383,842522,948237,654864,69.0612
2025-10-14,510050.SH,909829,961430,953659,670280,70.2851
2025-10-15,510050.SH,748457,818916,915281,704890,77.0135
2025-10-16,510050.SH,816493,774971,830293,702400,84.5966
2025-10-17,510050.SH,839177,900981,886126,677507,76.4572
2025-10-20,510050.SH,564562,557095,848385,650867,76.7184
2025-10-21,510050.SH,614707,634834,809253,674217,83.3135
2025-10-22,510050.SH,501517,567343,491684,494416,100.5556
2025-10-23,510050.SH,493612,406947,546480,540833,98.9667
2025-10-24,510050.SH,490719,351927,568728,559429,98.3649
2025-10-27,510050.SH,535289,337632,589095,587667,99.7576
2025-10-28,510050.SH,395210,367638,616210,599155,97.2323
2025-10-29,510050.SH,308254,286894,625544,607510,97.1171
2025-10-30,510050.SH,490370,382987,652536,617170,94.5802
2025-10-31,510050.SH,495040,564916,735563,654657,89.0008
2025-11-03,510050.SH,454868,462100,781363,685067,87.6759
2025-11-04,510050.SH,448116,486170,800706,689133,86.0657
2025-11-05,510050.SH,404307,457145,807684,705972,87.40700000000002
2025-11-06,510050.SH,502057,514105,751991,709724,94.3793
2025-11-07,510050.SH,267323,326040,756556,706929,93.4404
2025-11-10,510050.SH,376014,365615,755947,719250,95.1456
2025-11-11,510050.SH,380354,367109,785146,711128,90.5727
